date,symbol,open,high,low,close,volume,sma,adx,dema,ema,rsi,standardDeviation,tema,williams,wma
15-05-2018,META,184.88,185.29,183.2,184.32,15429433,184.32,100,184.32,184.32,0,0,184.32,-46.411483253588386,184.32
14-05-2018,META,187.71,187.86,186.2,186.64,15646744,186.64,0,186.64,186.64,0,0,186.64,-73.493975903615,186.64
11-05-2018,META,184.85,188.32,184.18,186.99,21207848,186.99,100,186.99,186.99,100,0,186.99,-32.12560386473402,186.99
10-05-2018,META,183.15,186.13,182.5,185.53,21071403,185.53,100,185.53,185.53,100,0,185.53,-16.528925619834574,185.53
09-05-2018,META,179.67,183.01,178.78,182.66,23282811,182.66,100,182.66,182.66,100,0,182.66,-8.274231678486883,182.66
08-05-2018,META,178.25,179.04,177.11,178.92,15577211,178.92,100,178.92,178.92,100,0,178.92,-6.217616580311186,178.92
07-05-2018,META,177.35,179.5,177.17,177.97,18697200,177.97,100,177.97,177.97,100,0,177.97,-65.66523605150184,177.97
04-05-2018,META,173.08,176.98,173.06,176.61,17677844,176.61,100,176.61,176.61,100,0,176.61,-9.438775510203502,176.61
03-05-2018,META,175.13,176.12,172.12,174.02,24026100,174.02,100,174.02,174.02,0,0,174.02,-52.49999999999986,174.02
02-05-2018,META,174.25,178.08,174.2,176.07,30424500,176.07,100,176.07,176.07,100,0,176.07,-51.80412371134039,176.07
01-05-2018,META,172.0,174.02,170.23,173.86,26025932,173.86,100,173.86,173.86,100,0,173.86,-4.2216358839049,173.86
30-04-2018,META,173.79,175.72,171.71,172.0,20750500,172.0,100,172.0,172.0,0,0,172.0,-92.76807980049894,172.0
27-04-2018,META,176.81,177.1,172.6,173.59,29804700,173.59,100,173.59,173.59,0,0,173.59,-77.9999999999998,173.59
26-04-2018,META,173.22,176.27,170.8,174.16,77556934,174.16,100,174.16,174.16,100,0,174.16,-38.57404021937869,174.16
25-04-2018,META,160.14,161.06,156.19,159.69,41083600,159.69,100,159.69,159.69,0,0,159.69,-28.131416837782407,159.69
24-04-2018,META,165.43,166.1,158.19,159.69,35079926,159.69,100,159.69,159.69,0,0,159.69,-81.03666245259164,159.69
